hospital_name,last_updated_on,version,hospital_location,hospital_address,license_number | DE,"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated."
Rockford Center,2025-01-01,2.0.0,Rockford Center,"100 ROCKFORD DRIVE, NEWARK, DE 19713",08-4002,true
description,code|1,code|1|type,setting,drug_unit_of_measurement,drug_type_of_measurement,standard_charge|gross,standard_charge|discounted_cash,payer_name,plan_name,modifiers,standard_charge|negotiated_dollar,standard_charge|negotiated_percentage,standard_charge|negotiated_algorithm,estimated_amount,standard_charge|min,standard_charge|max,standard_charge|methodology,additional_generic_notes
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,QUEST BEHAVIORAL HEALTH,QUEST BEHAVIORAL HEALTH,,332.420,,,332.420,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,TOTAL CARE NETWORK,TOTAL CARE NETWORK,,412.000,,,412.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,TRICARE EAST,TRICARE EAST,,387.000,,,387.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,UHCCP OF NJ MCO,UHCCP OF NJ MCO,,312.000,,,312.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,UNITED BEHAVIORAL HEALTH/UBH,UNITED BEHAVIORAL HEALTH/UBH,,351.000,,,351.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,UNITED HEALTHCARE,UNITED HEALTHCARE,,325.000,,,325.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,VA CCN OPTUM,VA CCN OPTUM,,218.140,,,218.140,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,AETNA,AETNA,,467.000,,,467.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,AETNA MEDICARE,AETNA MEDICARE,,426.000,,,426.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,ALLIANCE - ONE NET,ALLIANCE - ONE NET,,312.000,,,312.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,ALLIED TRADES,ALLIED TRADES,,350.000,,,350.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,AMERIHEALTH ADMINISTRATORS,AMERIHEALTH ADMINISTRATORS,,435.000,,,435.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,BEACON HEALTH OPTIONS,BEACON HEALTH OPTIONS,,437.020,,,437.020,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,BLUE CROSS BLUE SHIELD DE,BLUE CROSS BLUE SHIELD DE,,448.030,,,448.030,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,BLUE CROSS CAREFIRST,BLUE CROSS CAREFIRST,,411.530,,,411.530,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,BLUE CROSS EMPIRE,BLUE CROSS EMPIRE,,411.530,,,411.530,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,BLUE CROSS FEDERAL,BLUE CROSS FEDERAL,,448.030,,,448.030,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,CBH,CBH,,275.830,,,275.830,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,CIGNA BEHAVIORAL HEALTH,CIGNA BEHAVIORAL HEALTH,,456.000,,,456.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,CIGNA HEALTH SPRING,CIGNA HEALTH SPRING,,218.140,,,218.140,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,COMPSYCH,COMPSYCH,,433.000,,,433.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,DELAWARE FIRST HEALTH,DELAWARE FIRST HEALTH,,385.000,,,385.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,DELAWARE FIRST HEALTH-COMMERCI,DELAWARE FIRST HEALTH-COMMERCI,,400.000,,,400.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,DELAWARE FIRST HEALTH-MEDICARE,DELAWARE FIRST HEALTH-MEDICARE,,385.000,,,385.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,FIRST HEALTH,FIRST HEALTH,,283.000,,,283.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,INDEPENDENCE BLUE CROSS,INDEPENDENCE BLUE CROSS,,452.000,,,452.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,MAGELLAN PA MEDICAID-MONT/DEL,MAGELLAN PA MEDICAID-MONT/DEL,,452.000,,,452.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,MAGELLAN/LOWES,MAGELLAN/LOWES,,452.000,,,452.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,MANAGED HEALTH NETWORK,MANAGED HEALTH NETWORK,,435.000,,,435.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,ONE NET/MAMSI,ONE NET/MAMSI,,312.000,,,312.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,PENN BEHAVIORAL HEALTH,PENN BEHAVIORAL HEALTH,,352.150,,,352.150,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,PREFERENTIAL CARE NETWORK,PREFERENTIAL CARE NETWORK,,315.000,,,315.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,QUEST BEHAVIORAL HEALTH,QUEST BEHAVIORAL HEALTH,,332.420,,,332.420,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,TOTAL CARE NETWORK,TOTAL CARE NETWORK,,412.000,,,412.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,TRICARE EAST,TRICARE EAST,,387.000,,,387.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,UHCCP OF NJ MCO,UHCCP OF NJ MCO,,312.000,,,312.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,UNITED BEHAVIORAL HEALTH/UBH,UNITED BEHAVIORAL HEALTH/UBH,,351.000,,,351.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,UNITED HEALTHCARE,UNITED HEALTHCARE,,325.000,,,325.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,VA CCN OPTUM,VA CCN OPTUM,,218.140,,,218.140,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,AETNA,AETNA,,467.000,,,467.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,AETNA MEDICARE,AETNA MEDICARE,,426.000,,,426.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,ALLIANCE - ONE NET,ALLIANCE - ONE NET,,312.000,,,312.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,ALLIED TRADES,ALLIED TRADES,,350.000,,,350.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,AMERIHEALTH ADMINISTRATORS,AMERIHEALTH ADMINISTRATORS,,435.000,,,435.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,BEACON HEALTH OPTIONS,BEACON HEALTH OPTIONS,,437.020,,,437.020,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,BLUE CROSS BLUE SHIELD DE,BLUE CROSS BLUE SHIELD DE,,448.030,,,448.030,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,BLUE CROSS CAREFIRST,BLUE CROSS CAREFIRST,,411.530,,,411.530,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,BLUE CROSS EMPIRE,BLUE CROSS EMPIRE,,411.530,,,411.530,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,BLUE CROSS FEDERAL,BLUE CROSS FEDERAL,,448.030,,,448.030,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,CBH,CBH,,275.830,,,275.830,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,CIGNA BEHAVIORAL HEALTH,CIGNA BEHAVIORAL HEALTH,,456.000,,,456.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,CIGNA HEALTH SPRING,CIGNA HEALTH SPRING,,218.140,,,218.140,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,COMPSYCH,COMPSYCH,,433.000,,,433.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,DELAWARE FIRST HEALTH,DELAWARE FIRST HEALTH,,385.000,,,385.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,DELAWARE FIRST HEALTH-COMMERCI,DELAWARE FIRST HEALTH-COMMERCI,,400.000,,,400.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,DELAWARE FIRST HEALTH-MEDICARE,DELAWARE FIRST HEALTH-MEDICARE,,385.000,,,385.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,FIRST HEALTH,FIRST HEALTH,,283.000,,,283.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,INDEPENDENCE BLUE CROSS,INDEPENDENCE BLUE CROSS,,452.000,,,452.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,MAGELLAN PA MEDICAID-MONT/DEL,MAGELLAN PA MEDICAID-MONT/DEL,,452.000,,,452.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,MAGELLAN/LOWES,MAGELLAN/LOWES,,452.000,,,452.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,MANAGED HEALTH NETWORK,MANAGED HEALTH NETWORK,,435.000,,,435.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,ONE NET/MAMSI,ONE NET/MAMSI,,312.000,,,312.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,PENN BEHAVIORAL HEALTH,PENN BEHAVIORAL HEALTH,,352.150,,,352.150,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,PREFERENTIAL CARE NETWORK,PREFERENTIAL CARE NETWORK,,315.000,,,315.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,QUEST BEHAVIORAL HEALTH,QUEST BEHAVIORAL HEALTH,,332.420,,,332.420,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,TOTAL CARE NETWORK,TOTAL CARE NETWORK,,412.000,,,412.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,TRICARE EAST,TRICARE EAST,,387.000,,,387.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,UHCCP OF NJ MCO,UHCCP OF NJ MCO,,312.000,,,312.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,UNITED BEHAVIORAL HEALTH/UBH,UNITED BEHAVIORAL HEALTH/UBH,,351.000,,,351.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,UNITED HEALTHCARE,UNITED HEALTHCARE,,325.000,,,325.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,VA CCN OPTUM,VA CCN OPTUM,,218.140,,,218.140,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,BEACON HEALTH OPTIONS,BEACON HEALTH OPTIONS,,437.020,,,437.020,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,DELAWARE FIRST HEALTH,DELAWARE FIRST HEALTH,,385.000,,,385.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,DELAWARE FIRST HEALTH-COMMERCI,DELAWARE FIRST HEALTH-COMMERCI,,400.000,,,400.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,DELAWARE FIRST HEALTH-MEDICARE,DELAWARE FIRST HEALTH-MEDICARE,,385.000,,,385.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,BEACON HEALTH OPTIONS,BEACON HEALTH OPTIONS,,437.020,,,437.020,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,DELAWARE FIRST HEALTH,DELAWARE FIRST HEALTH,,385.000,,,385.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,DELAWARE FIRST HEALTH-COMMERCI,DELAWARE FIRST HEALTH-COMMERCI,,400.000,,,400.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,DELAWARE FIRST HEALTH-MEDICARE,DELAWARE FIRST HEALTH-MEDICARE,,385.000,,,385.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,BEACON HEALTH OPTIONS,BEACON HEALTH OPTIONS,,437.020,,,437.020,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,DELAWARE FIRST HEALTH,DELAWARE FIRST HEALTH,,385.000,,,385.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,DELAWARE FIRST HEALTH-COMMERCI,DELAWARE FIRST HEALTH-COMMERCI,,400.000,,,400.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,DELAWARE FIRST HEALTH-MEDICARE,DELAWARE FIRST HEALTH-MEDICARE,,385.000,,,385.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,BEACON HEALTH OPTIONS,BEACON HEALTH OPTIONS,,437.020,,,437.020,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,DELAWARE FIRST HEALTH,DELAWARE FIRST HEALTH,,385.000,,,385.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,DELAWARE FIRST HEALTH-COMMERCI,DELAWARE FIRST HEALTH-COMMERCI,,400.000,,,400.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - Psych,913,RC,Outpatient,,,500.00,500.00,DELAWARE FIRST HEALTH-MEDICARE,DELAWARE FIRST HEALTH-MEDICARE,,385.000,,,385.000,17.92,467.00,Other,This service will be charge as a Per Visit
Partial Hospital - SUD,,,Outpatient,,,,,DELAWARE FIRST HEALTH,DELAWARE FIRST HEALTH,,385.000,,,385.000,173.00,400.00,Other,This service will be charge as a Per Visit
Partial Hospital - SUD,,,Outpatient,,,,,DELAWARE FIRST HEALTH-COMMERCI,DELAWARE FIRST HEALTH-COMMERCI,,400.000,,,400.000,173.00,400.00,Other,This service will be charge as a Per Visit
Partial Hospital - SUD,,,Outpatient,,,,,DELAWARE FIRST HEALTH-MEDICARE,DELAWARE FIRST HEALTH-MEDICARE,,385.000,,,385.000,173.00,400.00,Other,This service will be charge as a Per Visit
Partial Hospital - SUD,,,Outpatient,,,,,MAGELLAN PA MEDICAID-MONT/DEL,MAGELLAN PA MEDICAID-MONT/DEL,,173.000,,,173.000,173.00,400.00,Other,This service will be charge as a Per Visit
