hospital_name,last_updated_on,version,hospital_location,hospital_address,license_number|AL,,"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated.",,,,,,,,,,,
CYCLOPENTO 1%OS 2ML,1217371,CDM,OUTPATIENT,1,ML,36.3,36.3,NovaNet,NovaNet Commercial,,4.7,0.9,32.67,29.04,1,25.41,percent of total billed charges,negotiated rate
CYPROHEPTADINE 4MGTB,1217372,CDM,OUTPATIENT,4,ME,5.59,5.59,NovaNet,NovaNet Commercial,,31.04,0.9,5.03,4.47,1,31.04,percent of total billed charges,negotiated rate
DANTROLENE 25MG CAP,1217377,CDM,OUTPATIENT,25,EA,5.17,5.17,NovaNet,NovaNet Commercial,,4.78,0.9,4.65,4.14,1,4.78,percent of total billed charges,negotiated rate
DEMECLOCYC 300MG TAB,1217379,CDM,OUTPATIENT,3,UN,76.85,76.85,NovaNet,NovaNet Commercial,,4.42,0.9,69.17,61.48,1,53.8,percent of total billed charges,negotiated rate
DEXAMETHAS .1%OS 5ML,1217385,CDM,OUTPATIENT,1,ML,182,182,NovaNet,NovaNet Commercial,,65.71,0.9,163.8,145.6,1,127.4,percent of total billed charges,negotiated rate
DEXTROSE25%-H2O 10ML,1217386,CDM,OUTPATIENT,1,ML,156.33,156.33,NovaNet,NovaNet Commercial,,155.61,0.9,140.7,125.06,1,155.61,percent of total billed charges,negotiated rate
DIAZEPAM 5MG TAB,1217390,CDM,OUTPATIENT,5,UN,5.45,5.45,NovaNet,NovaNet Commercial,,133.66,0.9,4.91,4.36,1,133.66,percent of total billed charges,negotiated rate
DICLOFEN .1%OS 2.5ML,1217391,CDM,OUTPATIENT,1,ML,562.51,562.51,NovaNet,NovaNet Commercial,,4.66,0.9,506.26,450.01,1,393.76,percent of total billed charges,negotiated rate
DICYCLOM10MG/5ML SYR,1217396,CDM,OUTPATIENT,5,UN,3.54,3.54,NovaNet,NovaNet Commercial,,480.95,0.9,3.19,2.83,1,480.95,percent of total billed charges,negotiated rate
DIGOXIN 0.125MG TAB,1217400,CDM,OUTPATIENT,,,4.47,4.47,NovaNet,NovaNet Commercial,,3.03,0.9,4.02,3.58,1,3.13,percent of total billed charges,negotiated rate
DILTIAZEM 30MG TAB,1217404,CDM,OUTPATIENT,3,UN,6.84,6.84,NovaNet,NovaNet Commercial,,3.82,0.9,6.16,5.47,1,4.79,percent of total billed charges,negotiated rate
DILTIAZE 180MG SR CP,1217406,CDM,OUTPATIENT,18,ME,4.06,4.06,NovaNet,NovaNet Commercial,,5.85,0.9,3.65,3.25,1,5.85,percent of total billed charges,negotiated rate
DILTIAZEM 240MG SRCP,1217407,CDM,OUTPATIENT,,,5.87,5.87,NovaNet,NovaNet Commercial,,3.47,0.9,5.28,4.7,1,4.11,percent of total billed charges,negotiated rate
HYDRALAZINE 25MG TAB,1217412,CDM,OUTPATIENT,25,UN,20.93,20.93,NovaNet,NovaNet Commercial,,5.02,0.9,18.84,16.74,1,14.65,percent of total billed charges,negotiated rate
HYDRALAZINE 10MG TAB,1217413,CDM,OUTPATIENT,1,UN,3.77,3.77,NovaNet,NovaNet Commercial,,17.9,0.9,3.39,3.02,1,17.9,percent of total billed charges,negotiated rate
H-COD5-APAP500MG TAB,1217417,CDM,OUTPATIENT,5,UN,20.93,20.93,NovaNet,NovaNet Commercial,,3.22,0.9,18.84,16.74,1,14.65,percent of total billed charges,negotiated rate
H-COD10/APAP500MG TB,1217419,CDM,OUTPATIENT,5,UN,4.75,4.75,NovaNet,NovaNet Commercial,,17.9,0.9,4.28,3.8,1,17.9,percent of total billed charges,negotiated rate
HYDROCORT 1%OIN 30GM,1217423,CDM,OUTPATIENT,1,GM,10.28,10.28,NovaNet,NovaNet Commercial,,4.06,0.9,9.25,8.22,1,7.2,percent of total billed charges,negotiated rate
HYDROCORT 2.5%CR 30G,1217425,CDM,OUTPATIENT,2,GM,55.83,55.83,NovaNet,NovaNet Commercial,,8.79,0.9,50.25,44.66,1,39.08,percent of total billed charges,negotiated rate
HYDROCORT 1%CR 30GM,1217427,CDM,OUTPATIENT,1,GM,15.36,15.36,NovaNet,NovaNet Commercial,,47.73,0.9,13.82,12.29,1,47.73,percent of total billed charges,negotiated rate
HYDROXYZINE 10MG/5ML,1217431,CDM,OUTPATIENT,1,ML,20.93,20.93,NovaNet,NovaNet Commercial,,13.13,0.9,18.84,16.74,1,14.65,percent of total billed charges,negotiated rate
HYDROXYZINE 10MG TAB,1217433,CDM,OUTPATIENT,1,UN,7.68,7.68,NovaNet,NovaNet Commercial,,17.9,0.9,6.91,6.14,1,17.9,percent of total billed charges,negotiated rate
HYOSCYA .125MG/ML 1M,1217441,CDM,OUTPATIENT,1,UN,748.16,748.16,NovaNet,NovaNet Commercial,,6.57,0.9,673.34,598.53,1,523.71,percent of total billed charges,negotiated rate
HYOSCYAMI.125MG SLTB,1217443,CDM,OUTPATIENT,,,7.68,7.68,NovaNet,NovaNet Commercial,,639.68,0.9,6.91,6.14,1,639.68,percent of total billed charges,negotiated rate
IBUPROF 20MG/ML 5ML,1217444,CDM,OUTPATIENT,5,ML,3.85,3.85,NovaNet,NovaNet Commercial,,6.57,0.9,3.47,3.08,1,6.57,percent of total billed charges,negotiated rate
IBUPROFEN 200MG TAB,1217445,CDM,OUTPATIENT,2,UN,20.93,20.93,NovaNet,NovaNet Commercial,,3.29,0.9,18.84,16.74,1,14.65,percent of total billed charges,negotiated rate
IBUPROFEN 400MG TAB,1217446,CDM,OUTPATIENT,4,UN,16.76,16.76,NovaNet,NovaNet Commercial,,17.9,0.9,15.08,13.41,1,17.9,percent of total billed charges,negotiated rate
IBUPROFEN 600MG TAB,1217447,CDM,OUTPATIENT,6,UN,2.93,2.93,NovaNet,NovaNet Commercial,,14.33,0.9,2.64,2.34,1,14.33,percent of total billed charges,negotiated rate
INDAPAMINE 2.5MG TAB,1217451,CDM,OUTPATIENT,2,UN,20.93,20.93,NovaNet,NovaNet Commercial,,2.51,0.9,18.84,16.74,1,14.65,percent of total billed charges,negotiated rate
INDIGOTIN 8MG/ML 5ML,1217452,CDM,OUTPATIENT,5,ML,187.05,187.05,NovaNet,NovaNet Commercial,,17.9,0.9,168.35,149.64,1,130.94,percent of total billed charges,negotiated rate
INDOMETHACIN 25MG CP,1217453,CDM,OUTPATIENT,25,ME,6.56,6.56,NovaNet,NovaNet Commercial,,159.93,0.9,5.9,5.25,1,159.93,percent of total billed charges,negotiated rate
IODINE/SOD.TINC 2%,1217456,CDM,OUTPATIENT,,,32.12,32.12,NovaNet,NovaNet Commercial,,5.61,0.9,28.91,25.7,1,22.48,percent of total billed charges,negotiated rate
ISONIAZID 300MG TAB,1217466,CDM,OUTPATIENT,3,UN,5.29,5.29,NovaNet,NovaNet Commercial,,27.46,0.9,4.76,4.23,1,27.46,percent of total billed charges,negotiated rate
ISOSORBIDE DI 20MGTB,1217469,CDM,OUTPATIENT,2,ME,20.93,20.93,NovaNet,NovaNet Commercial,,4.52,0.9,18.84,16.74,1,14.65,percent of total billed charges,negotiated rate
ISOSORBI MON 20MG TB,1217471,CDM,OUTPATIENT,2,UN,7.97,7.97,NovaNet,NovaNet Commercial,,17.9,0.9,7.17,6.38,1,17.9,percent of total billed charges,negotiated rate
ISOSORB MON 30MGERTB,1217473,CDM,OUTPATIENT,3,ME,6.99,6.99,NovaNet,NovaNet Commercial,,6.81,0.9,6.29,5.59,1,6.81,percent of total billed charges,negotiated rate
KETAMINE 500MG/5ML,1217478,CDM,OUTPATIENT,5,ML,123.98,123.98,NovaNet,NovaNet Commercial,,5.98,0.9,111.58,99.18,1,86.79,percent of total billed charges,negotiated rate
KETAMINE 500MG/10ML,1217480,CDM,OUTPATIENT,5,ML,330.81,330.81,NovaNet,NovaNet Commercial,,106,0.9,297.73,264.65,1,231.57,percent of total billed charges,negotiated rate
KETOCONAZ 2%SHAM 120,1217481,CDM,OUTPATIENT,,,80.24,80.24,NovaNet,NovaNet Commercial,,282.84,0.9,72.22,64.19,1,282.84,percent of total billed charges,negotiated rate
KETOCONAZOL 200MG TB,1217483,CDM,OUTPATIENT,2,UN,26.52,26.52,NovaNet,NovaNet Commercial,,68.61,0.9,23.87,21.22,1,68.61,percent of total billed charges,negotiated rate
KETOROLAC 10MG TAB,1217486,CDM,OUTPATIENT,1,UN,9.21,9.21,NovaNet,NovaNet Commercial,,22.67,0.9,8.29,7.37,1,22.67,percent of total billed charges,negotiated rate
LABETALOL 100MG/20ML,1217487,CDM,OUTPATIENT,1,ML,93.52,93.52,NovaNet,NovaNet Commercial,,7.87,0.9,84.17,74.82,1,65.46,percent of total billed charges,negotiated rate
LACTULOSE 20GM/30ML,1217489,CDM,OUTPATIENT,2,ML,13.95,13.95,NovaNet,NovaNet Commercial,,79.96,0.9,12.56,11.16,1,79.96,percent of total billed charges,negotiated rate
LAMOTRIGINE 100MG TB,1217493,CDM,OUTPATIENT,1,UN,4.47,4.47,NovaNet,NovaNet Commercial,,11.93,0.9,4.02,3.58,1,11.93,percent of total billed charges,negotiated rate
LANSOPRAZO 15MG DRCP,1217496,CDM,OUTPATIENT,,,111.67,111.67,NovaNet,NovaNet Commercial,,3.82,0.9,100.5,89.34,1,78.17,percent of total billed charges,negotiated rate
LANSOPRAZO 30MG DRCP,1217497,CDM,OUTPATIENT,,,26.52,26.52,NovaNet,NovaNet Commercial,,95.48,0.9,23.87,21.22,1,95.48,percent of total billed charges,negotiated rate
LATANOPR.005%OS 2.5M,1217498,CDM,OUTPATIENT,5,UN,73.44,73.44,NovaNet,NovaNet Commercial,,22.67,0.9,66.1,58.75,1,51.41,percent of total billed charges,negotiated rate
LEVOFLOXACIN 250MGTB,1217504,CDM,OUTPATIENT,25,ME,4.75,4.75,NovaNet,NovaNet Commercial,,62.79,0.9,4.28,3.8,1,62.79,percent of total billed charges,negotiated rate
LEVOTHYROXI 25MCG TB,1217506,CDM,OUTPATIENT,25,UN,5.99,5.99,NovaNet,NovaNet Commercial,,4.06,0.9,5.39,4.79,1,4.19,percent of total billed charges,negotiated rate
LEVOTHYROXI 50MCG TB,1217509,CDM,OUTPATIENT,5,UN,3.44,3.44,NovaNet,NovaNet Commercial,,5.12,0.9,3.1,2.75,1,5.12,percent of total billed charges,negotiated rate
LEVOTHYROXIN 75MCGTB,1217513,CDM,OUTPATIENT,75,UN,5.87,5.87,NovaNet,NovaNet Commercial,,2.94,0.9,5.28,4.7,1,4.11,percent of total billed charges,negotiated rate
LEVOTHYROXI 88MCG TB,1217514,CDM,OUTPATIENT,88,UN,6.84,6.84,NovaNet,NovaNet Commercial,,5.02,0.9,6.16,5.47,1,5.02,percent of total billed charges,negotiated rate
LIDOCAINE 5% PATCH,1217515,CDM,OUTPATIENT,,,90.73,90.73,NovaNet,NovaNet Commercial,,5.85,0.9,81.66,72.58,1,63.51,percent of total billed charges,negotiated rate
LIDOCAINE 2% GEL 5ML,1217516,CDM,OUTPATIENT,2,ML,23.04,23.04,NovaNet,NovaNet Commercial,,77.57,0.9,20.74,18.43,1,77.57,percent of total billed charges,negotiated rate
LIDOCAINE 2% GEL10ML,1217519,CDM,OUTPATIENT,2,ML,94.91,94.91,NovaNet,NovaNet Commercial,,19.7,0.9,85.42,75.93,1,66.44,percent of total billed charges,negotiated rate
LIDOCAINE 2% INJ 20M,1217521,CDM,OUTPATIENT,2,UN,83.34,83.34,NovaNet,NovaNet Commercial,,81.15,0.9,75.01,66.67,1,81.15,percent of total billed charges,negotiated rate
LIDOCAINE .5% 50ML,1217524,CDM,OUTPATIENT,5,ML,110.46,110.46,NovaNet,NovaNet Commercial,,71.26,0.9,99.41,88.37,1,77.32,percent of total billed charges,negotiated rate
LIDOCAINE-MPF1% 30ML,1217527,CDM,OUTPATIENT,1,ML,139.59,139.59,NovaNet,NovaNet Commercial,,94.44,0.9,125.63,111.67,1,97.71,percent of total billed charges,negotiated rate
LISINOPRIL 5MG TAB,1217530,CDM,OUTPATIENT,5,UN,3.49,3.49,NovaNet,NovaNet Commercial,,119.35,0.9,3.14,2.79,1,119.35,percent of total billed charges,negotiated rate
LIDOC-MPF 2% INJ 10M,1217532,CDM,OUTPATIENT,1,UN,113.05,113.05,NovaNet,NovaNet Commercial,,2.98,0.9,101.75,90.44,1,79.14,percent of total billed charges,negotiated rate
LIDOCAIN 1%/EPI 30ML,1217534,CDM,OUTPATIENT,1,ML,144.34,144.34,NovaNet,NovaNet Commercial,,96.66,0.9,129.91,115.47,1,101.04,percent of total billed charges,negotiated rate
LIDOCAI 1.5%/EPI 5ML,1217536,CDM,OUTPATIENT,1,ML,139.59,139.59,NovaNet,NovaNet Commercial,,123.41,0.9,125.63,111.67,1,123.41,percent of total billed charges,negotiated rate
LIDOCAI 1.5%/EPI 10M,1217537,CDM,OUTPATIENT,1,UN,150.99,150.99,NovaNet,NovaNet Commercial,,119.35,0.9,135.89,120.79,1,119.35,percent of total billed charges,negotiated rate
LIDO2.5-PRIL2.5CR 5G,1217538,CDM,OUTPATIENT,5,GM,94.91,94.91,NovaNet,NovaNet Commercial,,129.1,0.9,85.42,75.93,1,129.1,percent of total billed charges,negotiated rate
LIDO2.5-PRIL2.5CR30G,1217540,CDM,OUTPATIENT,3,GM,46.61,46.61,NovaNet,NovaNet Commercial,,81.15,0.9,41.95,37.29,1,81.15,percent of total billed charges,negotiated rate
LINEZOLID 600MG TAB,1217543,CDM,OUTPATIENT,6,UN,205.96,205.96,NovaNet,NovaNet Commercial,,39.85,0.9,185.36,164.77,1,144.17,percent of total billed charges,negotiated rate
LIOTHYRONINE 5MCG TB,1217545,CDM,OUTPATIENT,5,UN,4.13,4.13,NovaNet,NovaNet Commercial,,176.1,0.9,3.72,3.3,1,176.1,percent of total billed charges,negotiated rate
LISINOPRIL 10MG TAB,1217547,CDM,OUTPATIENT,1,UN,3.49,3.49,NovaNet,NovaNet Commercial,,3.53,0.9,3.14,2.79,1,3.53,percent of total billed charges,negotiated rate
LITHIUM CARB 300MGCP,1217548,CDM,OUTPATIENT,3,ME,20.93,20.93,NovaNet,NovaNet Commercial,,2.98,0.9,18.84,16.74,1,14.65,percent of total billed charges,negotiated rate
LITHIUM CARB 150MGCP,1217549,CDM,OUTPATIENT,15,ME,20.93,20.93,NovaNet,NovaNet Commercial,,17.9,0.9,18.84,16.74,1,17.9,percent of total billed charges,negotiated rate
LORATADINE 10MG TAB,1217552,CDM,OUTPATIENT,1,UN,8.78,8.78,NovaNet,NovaNet Commercial,,17.9,0.9,7.9,7.02,1,17.9,percent of total billed charges,negotiated rate
LORAZEPAM 0.5MG TAB,1217553,CDM,OUTPATIENT,,,7.4,7.4,NovaNet,NovaNet Commercial,,7.51,0.9,6.66,5.92,1,7.51,percent of total billed charges,negotiated rate
LORAZEPAM 1MG TAB,1217554,CDM,OUTPATIENT,1,UN,3.22,3.22,NovaNet,NovaNet Commercial,,6.33,0.9,2.9,2.58,1,6.33,percent of total billed charges,negotiated rate
LOSARTAN 50MG TAB,1217555,CDM,OUTPATIENT,5,UN,6.28,6.28,NovaNet,NovaNet Commercial,,2.75,0.9,5.65,5.02,1,4.4,percent of total billed charges,negotiated rate
LOTEPRED .5% OS 5ML,1217557,CDM,OUTPATIENT,5,ML,441.07,441.07,NovaNet,NovaNet Commercial,,5.37,0.9,396.96,352.86,1,308.75,percent of total billed charges,negotiated rate
LOXAPINE 5MG CAP,1217559,CDM,OUTPATIENT,5,EA,2.1,2.1,NovaNet,NovaNet Commercial,,377.11,0.9,1.89,1.68,1,377.11,percent of total billed charges,negotiated rate
MAGNESIUM CITR 300ML,1217561,CDM,OUTPATIENT,3,ML,20.93,20.93,NovaNet,NovaNet Commercial,,1.8,0.9,18.84,16.74,1,14.65,percent of total billed charges,negotiated rate
MAGNESIUM OX 400MGTB,1217564,CDM,OUTPATIENT,4,ME,5.17,5.17,NovaNet,NovaNet Commercial,,17.9,0.9,4.65,4.14,1,17.9,percent of total billed charges,negotiated rate
DIPHENH 2.5MG/ML 10M,1217572,CDM,OUTPATIENT,1,UN,5.18,5.18,NovaNet,NovaNet Commercial,,4.42,0.9,4.66,4.14,1,4.42,percent of total billed charges,negotiated rate
DIPHENHYDRAMI25MG CP,1217573,CDM,OUTPATIENT,25,ME,2.88,2.88,NovaNet,NovaNet Commercial,,4.43,0.9,2.59,2.3,1,4.43,percent of total billed charges,negotiated rate
DIPHENO2.5-ATR.025TB,1217575,CDM,OUTPATIENT,2,UN,6.42,6.42,NovaNet,NovaNet Commercial,,2.46,0.9,5.78,5.14,1,4.49,percent of total billed charges,negotiated rate
DIVALPROEX 250MGDRTB,1217581,CDM,OUTPATIENT,25,ME,5.29,5.29,NovaNet,NovaNet Commercial,,5.49,0.9,4.76,4.23,1,5.49,percent of total billed charges,negotiated rate
DIVALPROEX 125MGDRCP,1217582,CDM,OUTPATIENT,125,ME,27.92,27.92,NovaNet,NovaNet Commercial,,4.52,0.9,25.13,22.34,1,19.54,percent of total billed charges,negotiated rate
DOCUSATE NA 100MG CP,1217588,CDM,OUTPATIENT,1,ME,4.75,4.75,NovaNet,NovaNet Commercial,,23.87,0.9,4.28,3.8,1,23.87,percent of total billed charges,negotiated rate
DONEPEZIL 5MG TAB,1217589,CDM,OUTPATIENT,5,UN,2.46,2.46,NovaNet,NovaNet Commercial,,4.06,0.9,2.21,1.97,1,4.06,percent of total billed charges,negotiated rate
DOXAPRAM20MG/ML 20ML,1217591,CDM,OUTPATIENT,2,ML,730.02,730.02,NovaNet,NovaNet Commercial,,2.1,0.9,657.02,584.02,1,511.01,percent of total billed charges,negotiated rate
DOXEPIN 10MG CAP,1217595,CDM,OUTPATIENT,1,EA,23.73,23.73,NovaNet,NovaNet Commercial,,624.17,0.9,21.36,18.98,1,624.17,percent of total billed charges,negotiated rate
DOXEPIN 25MG CAP,1217596,CDM,OUTPATIENT,25,EA,11.42,11.42,NovaNet,NovaNet Commercial,,20.29,0.9,10.28,9.14,1,20.29,percent of total billed charges,negotiated rate
DOXYCYCLINE 100MG IV,1217600,CDM,OUTPATIENT,1,UN,322.42,322.42,NovaNet,NovaNet Commercial,,9.76,0.9,290.18,257.94,1,225.69,percent of total billed charges,negotiated rate
ENALAPRIL 5MG TAB,1217609,CDM,OUTPATIENT,5,UN,9.64,9.64,NovaNet,NovaNet Commercial,,275.67,0.9,8.68,7.71,1,275.67,percent of total billed charges,negotiated rate
ENTACAPONE 200MG TAB,1217611,CDM,OUTPATIENT,2,UN,16.76,16.76,NovaNet,NovaNet Commercial,,8.24,0.9,15.08,13.41,1,11.73,percent of total billed charges,negotiated rate
RACEPINEPH 2.25% .5M,1217618,CDM,OUTPATIENT,5,UN,15.36,15.36,NovaNet,NovaNet Commercial,,14.33,0.9,13.82,12.29,1,14.33,percent of total billed charges,negotiated rate
ERGOCALCI 50000UN CP,1217619,CDM,OUTPATIENT,5,ME,7.8,7.8,NovaNet,NovaNet Commercial,,13.13,0.9,7.02,6.24,1,13.13,percent of total billed charges,negotiated rate
ERYTHR OP5MG/GM 3.5G,1217623,CDM,OUTPATIENT,5,GM,94.91,94.91,NovaNet,NovaNet Commercial,,6.67,0.9,85.42,75.93,1,66.44,percent of total billed charges,negotiated rate
ERYTHR OP5MG/GM 1GM,1217624,CDM,OUTPATIENT,1,GM,86.55,86.55,NovaNet,NovaNet Commercial,,81.15,0.9,77.9,69.24,1,81.15,percent of total billed charges,negotiated rate
ESCITALOPRAM 10MG TB,1217630,CDM,OUTPATIENT,1,UN,54.43,54.43,NovaNet,NovaNet Commercial,,74,0.9,48.99,43.54,1,74,percent of total billed charges,negotiated rate
ESMOLOL 10MG/ML 10ML,1217632,CDM,OUTPATIENT,1,ML,198.2,198.2,NovaNet,NovaNet Commercial,,46.54,0.9,178.38,158.56,1,138.74,percent of total billed charges,negotiated rate
"ESTROGEN,CONJ.625 TB",1217640,CDM,OUTPATIENT,625,UN,20.93,20.93,NovaNet,NovaNet Commercial,,169.46,0.9,18.84,16.74,1,169.46,percent of total billed charges,negotiated rate
ETOMIDATE 2MG/ML 10M,1217649,CDM,OUTPATIENT,1,UN,102.27,102.27,NovaNet,NovaNet Commercial,,17.9,0.9,92.04,81.82,1,71.59,percent of total billed charges,negotiated rate
FAMOTIDINE 20MG/2ML,1217651,CDM,OUTPATIENT,2,ML,110.28,110.28,NovaNet,NovaNet Commercial,,87.44,0.9,99.25,88.22,1,87.44,percent of total billed charges,negotiated rate
FAMOTIDINE 20MG TAB,1217652,CDM,OUTPATIENT,2,UN,5.45,5.45,NovaNet,NovaNet Commercial,,94.29,0.9,4.91,4.36,1,94.29,percent of total billed charges,negotiated rate
FLUPHENAZINE 1MG TAB,1217659,CDM,OUTPATIENT,1,UN,3.92,3.92,NovaNet,NovaNet Commercial,,4.66,0.9,3.53,3.14,1,4.66,percent of total billed charges,negotiated rate
FLUTICASO 110MCG 12G,1217664,CDM,OUTPATIENT,11,GM,20.93,20.93,NovaNet,NovaNet Commercial,,3.35,0.9,18.84,16.74,1,14.65,percent of total billed charges,negotiated rate
FLUVASTATIN 20MG CAP,1217669,CDM,OUTPATIENT,2,EA,54.43,54.43,NovaNet,NovaNet Commercial,,17.9,0.9,48.99,43.54,1,38.1,percent of total billed charges,negotiated rate
FLUVASTATIN 80MG CAP,1217670,CDM,OUTPATIENT,8,EA,69.78,69.78,NovaNet,NovaNet Commercial,,46.54,0.9,62.8,55.82,1,48.85,percent of total billed charges,negotiated rate
FLUVOXAMINE 50MG TAB,1217671,CDM,OUTPATIENT,5,UN,6.08,6.08,NovaNet,NovaNet Commercial,,59.66,0.9,5.47,4.86,1,59.66,percent of total billed charges,negotiated rate
FOLIC ACID 1MG TAB,1217672,CDM,OUTPATIENT,1,UN,6.56,6.56,NovaNet,NovaNet Commercial,,5.2,0.9,5.9,5.25,1,5.2,percent of total billed charges,negotiated rate
FOLIC ACID 50MG/10ML,1217673,CDM,OUTPATIENT,1,ML,362.9,362.9,NovaNet,NovaNet Commercial,,5.61,0.9,326.61,290.32,1,254.03,percent of total billed charges,negotiated rate
FOSINOPRIL 10MG TAB,1217677,CDM,OUTPATIENT,1,UN,16.76,16.76,NovaNet,NovaNet Commercial,,310.28,0.9,15.08,13.41,1,310.28,percent of total billed charges,negotiated rate
P-SAC FE CMPLX 434CP,1217678,CDM,OUTPATIENT,434,ME,3.4,3.4,NovaNet,NovaNet Commercial,,14.33,0.9,3.06,2.72,1,14.33,percent of total billed charges,negotiated rate
FENOFIBRATE 54MG TAB,1217680,CDM,OUTPATIENT,54,UN,27.92,27.92,NovaNet,NovaNet Commercial,,2.91,0.9,25.13,22.34,1,19.54,percent of total billed charges,negotiated rate
FENTANYL 25MCG/HR PT,1217684,CDM,OUTPATIENT,,,68.63,68.63,NovaNet,NovaNet Commercial,,23.87,0.9,61.77,54.9,1,48.04,percent of total billed charges,negotiated rate
FENTANYL 50MCG/HR PT,1217685,CDM,OUTPATIENT,,,125.43,125.43,NovaNet,NovaNet Commercial,,58.68,0.9,112.89,100.34,1,87.8,percent of total billed charges,negotiated rate
FENTANY 100MCG/HR PT,1217687,CDM,OUTPATIENT,,,968.68,968.68,NovaNet,NovaNet Commercial,,107.24,0.9,871.81,774.94,1,678.08,percent of total billed charges,negotiated rate
FERROUS GLUC 324MGTB,1217688,CDM,OUTPATIENT,324,ME,3.07,3.07,NovaNet,NovaNet Commercial,,828.22,0.9,2.76,2.46,1,828.22,percent of total billed charges,negotiated rate
FERR SULF 300MG/5 UD,1217689,CDM,OUTPATIENT,5,UN,8.92,8.92,NovaNet,NovaNet Commercial,,2.62,0.9,8.03,7.14,1,6.24,percent of total billed charges,negotiated rate
FEXOFENADINE 60MG TB,1217694,CDM,OUTPATIENT,6,UN,4.06,4.06,NovaNet,NovaNet Commercial,,7.63,0.9,3.65,3.25,1,7.63,percent of total billed charges,negotiated rate
FLUCONAZ 10MG/ML 1ML,1217695,CDM,OUTPATIENT,1,ML,381.06,381.06,NovaNet,NovaNet Commercial,,3.47,0.9,342.95,304.85,1,266.74,percent of total billed charges,negotiated rate
FLUCONAZOLE 100MG TB,1217696,CDM,OUTPATIENT,1,UN,20.22,20.22,NovaNet,NovaNet Commercial,,325.81,0.9,18.2,16.18,1,325.81,percent of total billed charges,negotiated rate
FLUDROCORTIS .1MG TB,1217697,CDM,OUTPATIENT,1,UN,8.78,8.78,NovaNet,NovaNet Commercial,,17.29,0.9,7.9,7.02,1,17.29,percent of total billed charges,negotiated rate
FLUMAZEN .1MG/ML 5ML,1217698,CDM,OUTPATIENT,5,ML,604.21,604.21,NovaNet,NovaNet Commercial,,7.51,0.9,543.79,483.37,1,422.95,percent of total billed charges,negotiated rate
MEDROXYPROGES 10MGTB,1217711,CDM,OUTPATIENT,1,ME,3.16,3.16,NovaNet,NovaNet Commercial,,516.6,0.9,2.84,2.53,1,516.6,percent of total billed charges,negotiated rate
MEGESTROL ACE 40MGTB,1217714,CDM,OUTPATIENT,4,ME,3.4,3.4,NovaNet,NovaNet Commercial,,2.7,0.9,3.06,2.72,1,2.7,percent of total billed charges,negotiated rate
MELOXICAM 7.5MG TAB,1217716,CDM,OUTPATIENT,7,UN,3.63,3.63,NovaNet,NovaNet Commercial,,2.91,0.9,3.27,2.9,1,2.91,percent of total billed charges,negotiated rate
QUINAPRIL 10MG TAB,1217729,CDM,OUTPATIENT,1,UN,7.53,7.53,NovaNet,NovaNet Commercial,,3.1,0.9,6.78,6.02,1,5.27,percent of total billed charges,negotiated rate
ACYCLOVIR 800MG TAB,1217733,CDM,OUTPATIENT,8,UN,47.44,47.44,NovaNet,NovaNet Commercial,,6.44,0.9,42.7,37.95,1,33.21,percent of total billed charges,negotiated rate
ALCOHOL ABS 98% 1ML,1217735,CDM,OUTPATIENT,98,ML,230.3,230.3,NovaNet,NovaNet Commercial,,40.56,0.9,207.27,184.24,1,161.21,percent of total billed charges,negotiated rate
AMLODIPINE 2.5MG TAB,1217736,CDM,OUTPATIENT,2,UN,6.7,6.7,NovaNet,NovaNet Commercial,,196.91,0.9,6.03,5.36,1,196.91,percent of total billed charges,negotiated rate
AMOXICILLIN 500MG CP,1217737,CDM,OUTPATIENT,5,ME,6.84,6.84,NovaNet,NovaNet Commercial,,5.73,0.9,6.16,5.47,1,5.73,percent of total billed charges,negotiated rate
HYDROCORT 25MG SUPP,1217741,CDM,OUTPATIENT,25,UN,15.36,15.36,NovaNet,NovaNet Commercial,,5.85,0.9,13.82,12.29,1,10.75,percent of total billed charges,negotiated rate
BUT50-APAP325-CF40TB,1217742,CDM,OUTPATIENT,4,UN,29.3,29.3,NovaNet,NovaNet Commercial,,13.13,0.9,26.37,23.44,1,20.51,percent of total billed charges,negotiated rate
BELLADONNA/OPIUM 15A,1217749,CDM,OUTPATIENT,,,82.34,82.34,NovaNet,NovaNet Commercial,,25.05,0.9,74.11,65.87,1,57.64,percent of total billed charges,negotiated rate
ANTIP/BENZ 54-14 10M,1217753,CDM,OUTPATIENT,54,UN,40.11,40.11,NovaNet,NovaNet Commercial,,70.4,0.9,36.1,32.09,1,70.4,percent of total billed charges,negotiated rate
BETAXOLOL 10MG TAB,1217755,CDM,OUTPATIENT,1,UN,25.12,25.12,NovaNet,NovaNet Commercial,,34.29,0.9,22.61,20.1,1,34.29,percent of total billed charges,negotiated rate
BISMUTH SU 262MG CHW,1217757,CDM,OUTPATIENT,262,EA,20.93,20.93,NovaNet,NovaNet Commercial,,21.48,0.9,18.84,16.74,1,21.48,percent of total billed charges,negotiated rate
BROMOCRIPT 2.5MG TAB,1217761,CDM,OUTPATIENT,2,UN,3.98,3.98,NovaNet,NovaNet Commercial,,17.9,0.9,3.58,3.18,1,17.9,percent of total billed charges,negotiated rate
