hospital_name,last_updated_on,version,hospital_location,hospital_address,license_number|CA,"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated.",general_contract_provisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Martin Community Hospital,1/9/2025,1.0.0,Lake Martin Community Hospital,"201 Mariarden Rd, Dadeville, AL 36853",H6202,TRUE,"When total claim charges exceed $200,000.00 for a Platform Health Insurance plan, the entire claim will be reimbursed at 50% of charges. This amount will supersede any other contracted rate that would otherwise apply. When total claim charges exceed $250,000.00 for a Region Health Insurance plan, the entire claim will be reimbursed at 45% of charges. This amount will supersede any other contracted rate that would otherwise apply.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
description,code|1,code|1|type,code|2,code|2|type,modifiers,setting,drug_unit_of_measurement,drug_type_of_measurement,standard_charge|gross,standard_charge|discounted_cash,standard_charge|MEDICARE|negotiated_dollar,standard_charge|MEDICARE|negotiated_percentage,standard_charge|MEDICARE|negotiated_algorithm,estimated_amount|MEDICARE|,standard_charge|MEDICARE|methodology,additional_payer_notes|MEDICARE|,standard_charge|TRICARE|ALL PLANS|negotiated_dollar,standard_charge|TRICARE|ALL PLANS|negotiated_percentage,standard_charge|TRICARE|ALL PLANS|negotiated_algorithm,estimated_amount|TRICARE|ALL PLANS,standard_charge|TRICARE|ALL PLANS|methodology,additional_payer_notes|TRICARE|ALL PLANS,standard_charge|MEDICAID|negotiated_dollar,standard_charge|MEDICAID|negotiated_percentage,standard_charge|MEDICAID|negotiated_algorithm,estimated_amount|MEDICAID|,standard_charge|MEDICAID|methodology,additional_payer_notes|MEDICAID|,standard_charge|VIVA MEDICARE ALL PLANS|negotiated_dollar,standard_charge|VIVA MEDICARE ALL PLANS|negotiated_percentage,standard_charge|VIVA MEDICARE ALL PLANS|negotiated_algorithm,estimated_amount|VIVA MEDICARE ALL PLANS|,standard_charge|VIVA MEDICARE ALL PLANS|methodology,additional_payer_notes|VIVA MEDICARE ALL PLANS|,standard_charge|HUMANA ALL PLANS|negotiated_dollar,standard_charge|HUMANA ALL PLANS|negotiated_percentage,standard_charge|HUMANA ALL PLANS|negotiated_algorithm,estimated_amount|HUMANA ALL PLANS|,standard_charge|HUMANA ALL PLANS|methodology,additional_payer_notes|HUMANA ALL PLANS|,standard_charge|min,standard_charge|max,additional_generic_notes
ADMIN 3RD DOSE MODERNA COVID-19 VACCINE,0013A,CPT,,,,BOTH,,,100,50,41.52,,,,FEE SCHEDULE,,37.37,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,41.52,,,,FEE SCHEDULE,,,85,,85,PERCENTAGE OF TOTAL BILLED CHARGES,,37.37,50,
ADMIN BOOSTER MODERNA COVID-19 VACCINE,0064A,CPT,,,,BOTH,,,100,50,41.52,,,,FEE SCHEDULE,,37.37,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,41.52,,,,FEE SCHEDULE,,,85,,85,PERCENTAGE OF TOTAL BILLED CHARGES,,37.37,50,
DRILL BIT 2.0 MMARTHREX,A4649,HCPCS,,,,BOTH,,,128,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,108.8,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
TENEX Health TX HARMONIC HOOK BLADE,A4649,HCPCS,,,,BOTH,,,3238,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,2752.3,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
PEGASUS WD DRESSING <16 SQ IN,A6021,HCPCS,,,,BOTH,,,39,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,33.15,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
*TEGADERM 8X6,A6204,HCPCS,,,,BOTH,,,3.85,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,3.2725,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
*ALLEVYN BOARDER 6X6,A6214,HCPCS,,,,BOTH,,,15,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,12.75,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
DURODERM 4X4 16SQ,A6234,HCPCS,,,,BOTH,,,4.8,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,4.08,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
CHEST TUBE/THORACO,A7041,HCPCS,,,,BOTH,,,509,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,432.65,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
COCAINE METABOLITES URINE (Q5530),A9270,HCPCS,,,,BOTH,,,55,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,46.75,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
OPIATES/ OPIOIDS/HERION /METABOL BIOTAP,A9270,HCPCS,,,,BOTH,,,50,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,42.5,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
ALKALOID UDS,A9270,HCPCS,,,,BOTH,,,50,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,42.5,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
COCAINE METABOLITES URINE (AEL),A9270,HCPCS,,,,BOTH,,,55,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,46.75,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
TC 99 SESTAMIBI,A9500,HCPCS,,,,BOTH,,,125,62.5,110.26,,,,FEE SCHEDULE,,99.23,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,110.26,,,,FEE SCHEDULE,,,85,,106.25,PERCENTAGE OF TOTAL BILLED CHARGES,,99.23,110.26,
CARDIOLITE ( SESTAMIBI),A9500,HCPCS,,,,BOTH,,,88,44,110.26,,,,FEE SCHEDULE,,99.23,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,110.26,,,,FEE SCHEDULE,,,85,,74.8,PERCENTAGE OF TOTAL BILLED CHARGES,,99.23,110.26,
MYOVIEW (TETRAFOSMIN),A9502,HCPCS,,,,BOTH,,,117,58.5,115.73,,,,FEE SCHEDULE,,104.16,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,115.73,,,,FEE SCHEDULE,,,85,,99.45,PERCENTAGE OF TOTAL BILLED CHARGES,,104.16,115.73,
THALLIUM,A9505,HCPCS,,,,BOTH,,,444,222,35.1,,,,FEE SCHEDULE,,31.59,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,35.1,,,,FEE SCHEDULE,,,85,,377.4,PERCENTAGE OF TOTAL BILLED CHARGES,,31.59,222,
THALLIUM,A9505,HCPCS,,,,BOTH,,,88,44,35.1,,,,FEE SCHEDULE,,31.59,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,35.1,,,,FEE SCHEDULE,,,85,,74.8,PERCENTAGE OF TOTAL BILLED CHARGES,,31.59,44,
OMNISCAN 15 ML,A9579,HCPCS,,,,BOTH,,,5,2.5,1.54,,,,FEE SCHEDULE,,1.39,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,1.54,,,,FEE SCHEDULE,,,85,,4.25,PERCENTAGE OF TOTAL BILLED CHARGES,,1.39,2.5,
OMNISCAN 15 ML,A9579,HCPCS,,,,BOTH,,,5,2.5,1.54,,,,FEE SCHEDULE,,1.39,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,1.54,,,,FEE SCHEDULE,,,85,,4.25,PERCENTAGE OF TOTAL BILLED CHARGES,,1.39,2.5,
PEG24 GASTR KIT PU,B4087,HCPCS,,,,BOTH,,,627,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,532.95,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
PEG24 GASTR KIT PU,B4087,HCPCS,,,,BOTH,,,627,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,532.95,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
BIOPRO STAPLE,C1317,HCPCS,,,,BOTH,,,512,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,435.2,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
LIGACLIP SMALL MCS 20,C1713,HCPCS,,,,BOTH,,,116,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,98.6,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
LIGACLIP MD MCM 20,C1713,HCPCS,,,,BOTH,,,116,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,98.6,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
ORTHOSORB KWIRE,C1713,HCPCS,,,,BOTH,,,393,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,334.05,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
SPEED IMPLANT SE-0910 BIOMED,C1713,HCPCS,,,,BOTH,,,1733,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,1473.05,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
4 MM WEDGE PLATE OSTEOMED,C1713,HCPCS,,,,BOTH,,,4510,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,3833.5,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
OSTEOMED LOCKING SCREW (ANYSIZE),C1713,HCPCS,,,,BOTH,,,809,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,687.65,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
2.7X16 MM LOCKING SCREW OSTEOMED,C1713,HCPCS,,,,BOTH,,,809,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,687.65,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
OSTEOMED PLATE HOLDING TAK PIN-ANY SZ,C1713,HCPCS,,,,BOTH,,,187,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,158.95,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
INSTAFIX IMPLANT,C1713,HCPCS,,,,BOTH,,,908,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,771.8,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
IMPLANT SYSTEM CPR MINI SCORPION DX,C1713,HCPCS,,,,BOTH,,,1568,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,1332.8,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
PIP DART PEEK 2.5MMX30MM,C1713,HCPCS,,,,BOTH,,,985,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,837.25,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
GUIDE WIRE WITH TROCAR TIP .62,C1713,HCPCS,,,,BOTH,,,50,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,42.5,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
TORNIER SCREW,C1713,HCPCS,,,,BOTH,,,651,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,553.35,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
OS STAPLE,C1713,HCPCS,,,,BOTH,,,515,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,437.75,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
TWINFIX 3.5ANCHOR SUTURE ULTRABRAID NEED,C1713,HCPCS,,,,BOTH,,,325,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,276.25,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
BONE SCREWS 3/8 2,C1713,HCPCS,,,,BOTH,,,60,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,51,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
BONE SCREWS 21/4 4,C1713,HCPCS,,,,BOTH,,,68,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,57.8,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
SHERMAN BONE PLATE,C1713,HCPCS,,,,BOTH,,,63,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,53.55,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
BB TAK THREADED ARTHREX,C1713,HCPCS,,,,BOTH,,,128,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,108.8,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
LO PR SCREW ARTHREX 3.0MM X 12MM CORT,C1713,HCPCS,,,,BOTH,,,165,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,140.25,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
LO PR SCREW ARTHREX 3.0MM X 18MM CORT,C1713,HCPCS,,,,BOTH,,,165,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,140.25,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
STEINMAN PIN CAL,C1713,HCPCS,,,,BOTH,,,39,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,33.15,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
ARTHREX 3.0 X 10MM VAL SCREW,C1713,HCPCS,,,,BOTH,,,263,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,223.55,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
ARTHREX 3.0 X 14MM VAL SCREW,C1713,HCPCS,,,,BOTH,,,263,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,223.55,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
FEMORAL RETRO SCREW,C1713,HCPCS,,,,BOTH,,,582,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,494.7,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
DELTA SCREW 12X35,C1713,HCPCS,,,,BOTH,,,641,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,544.85,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
ARTHREX 3.0 X 16MM VAL SCREW,C1713,HCPCS,,,,BOTH,,,263,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,223.55,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
MODULAR INSERT 2.5 MM OFFSET,C1713,HCPCS,,,,BOTH,,,2500,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,2125,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
DEL TOOL PHALANGEAL INSERT,C1713,HCPCS,,,,BOTH,,,500,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,425,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
ORTHOLOC 4 HOLE PLATE WRIGHT,C1713,HCPCS,,,,BOTH,,,1100,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,935,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
EXTERNAL FIXATOR SMALL,C1713,HCPCS,,,,BOTH,,,4950,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,4207.5,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
SYNTHESE PLATE,C1713,HCPCS,,,,BOTH,,,122,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,103.7,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
SYNTHES PLATE,C1713,HCPCS,,,,BOTH,,,356,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,302.6,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
SYNTHES SCREW,C1713,HCPCS,,,,BOTH,,,284,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,241.4,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
AMBI PLATE,C1713,HCPCS,,,,BOTH,,,1242,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,1055.7,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
AMBI BONE SCREW,C1713,HCPCS,,,,BOTH,,,54,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,45.9,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
OSTEOMED SCREW  (ANY SIZE),C1713,HCPCS,,,,BOTH,,,644,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,547.4,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
 OSTEOMED STRAIGHT PLATE(ALL SIZES),C1713,HCPCS,,,,BOTH,,,2200,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,1870,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
WRIGHT LOCKING SCREW,C1713,HCPCS,,,,BOTH,,,440,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,374,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
BOW II PLATE 3 MM,C1713,HCPCS,,,,BOTH,,,5429,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,4614.65,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
SCREW 2. 7x14 MM,C1713,HCPCS,,,,BOTH,,,322,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,273.7,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
PRO-TOE IMPLANT,C1713,HCPCS,,,,BOTH,,,1788,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,1519.8,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
TALAR FIT 11 MM IMPLANT,C1713,HCPCS,,,,BOTH,,,2310,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,1963.5,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
HAMMERTOE IMPLANT 2.5MM,C1713,HCPCS,,,,BOTH,,,726,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,617.1,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
A C L KIT,C1713,HCPCS,,,,BOTH,,,372,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,316.2,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
10MM SHOEHORN CANNULA,C1713,HCPCS,,,,BOTH,,,42,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,35.7,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
CORTEX SCREWS,C1713,HCPCS,,,,BOTH,,,39,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,33.15,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
BIO DELTA SCREW 11X35MM,C1713,HCPCS,,,,BOTH,,,321,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,272.85,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
FEM RETRO SCREW 9X20MM,C1713,HCPCS,,,,BOTH,,,291,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,247.35,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
CANNULATED DRILL BIT SIZE 18,C1713,HCPCS,,,,BOTH,,,278,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,236.3,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
HEADED REAMER,C1713,HCPCS,,,,BOTH,,,339,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,288.15,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
SCREW CANNULATED,C1713,HCPCS,,,,BOTH,,,512,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,435.2,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
SCREW CORTICAL,C1713,HCPCS,,,,BOTH,,,64,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,54.4,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
SCREW CANCELLOUS,C1713,HCPCS,,,,BOTH,,,64,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,54.4,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
PLATE TUBULAR,C1713,HCPCS,,,,BOTH,,,328,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,278.8,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
EASY CLIP STAPLE,C1713,HCPCS,,,,BOTH,,,1650,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,1402.5,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
BIOMET REUITED SCREW,C1713,HCPCS,,,,BOTH,,,651,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,553.35,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
BIOMET REUNITE PLATE,C1713,HCPCS,,,,BOTH,,,627,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,532.95,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
ARTHROSURFACE DISPOSABLE PIN,C1713,HCPCS,,,,BOTH,,,220,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,187,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
2.7 MM LAPIDUS PLATE OSTEOMED,C1713,HCPCS,,,,BOTH,,,5660,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,4811,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
2.7X20 MM LOCKING SCREW OSTEOMED,C1713,HCPCS,,,,BOTH,,,809,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,687.65,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
ARTHREX LOCKING SCREW,C1713,HCPCS,,,,BOTH,,,413,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,351.05,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
PHALANGEAL FIXATION COMPONENT,C1713,HCPCS,,,,BOTH,,,1495,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,1270.75,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
PHALANGEAL INSERT 2.5 OFFSET 3.6 MM,C1713,HCPCS,,,,BOTH,,,3603,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,3062.55,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
TALAR FIT 11 MM IMPLANT,C1713,HCPCS,,,,BOTH,,,3630,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,,,,FEE SCHEDULE,,,85,,3085.5,PERCENTAGE OF TOTAL BILLED CHARGES,,,,
